RowNumber,CustomerId,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
5560,15729557,850,36,5,119984.07,1,1,0,191535.11,1
5561,15631436,564,35,4,0,1,1,0,158937.55,0
5562,15583073,771,56,2,0,1,1,1,25222.6,1
5563,15614361,620,42,9,121490.05,1,1,1,29296.74,0
5564,15724684,610,46,5,91897.8,1,1,0,54394.28,0
5565,15700083,609,39,2,139443.75,2,1,0,9234.06,0
5566,15636541,683,35,5,144961.97,1,0,1,26796.73,0
5567,15796015,633,42,3,126041.02,1,0,1,11796.89,0
5568,15787222,676,28,1,69459.05,2,1,1,128461.29,0
5569,15594270,693,38,7,198338.77,2,1,1,14278.18,0
5570,15701524,709,36,0,0,2,1,0,46811.77,0
5571,15645847,569,35,2,109196.66,3,1,0,109393.19,1
5572,15708867,684,38,3,134168.5,3,1,0,3966.5,1
5573,15613140,565,34,6,0,1,1,1,63173.64,0
5574,15628893,681,29,8,0,1,1,0,66367.33,0
5575,15764073,503,36,9,0,2,1,1,16274.67,0
5576,15782879,656,40,2,0,2,1,1,180553.48,0
5577,15635964,566,65,4,120100.41,1,1,0,107563.16,1
5578,15726087,592,62,5,0,1,1,1,100941.57,0
5579,15726313,687,50,5,0,2,1,0,110230.4,0
5580,15578073,686,22,8,0,2,0,0,142331.85,0
5581,15786249,616,30,2,0,2,1,0,199099.51,0
5582,15812850,494,67,5,0,2,1,1,85890.16,0
5583,15596972,534,38,3,0,1,0,0,143938.27,0
5584,15620579,695,31,8,0,2,0,1,131644.41,0
5585,15768270,579,31,9,0,2,1,0,112395.98,0
5586,15656597,432,38,2,135559.8,2,1,1,71856.3,0
5587,15699446,816,25,2,150355.35,2,1,1,35770.84,0
5588,15615004,730,37,1,0,2,1,1,124364.63,0
5589,15704771,593,35,6,133489.12,2,1,1,78101.29,0
5590,15588372,715,37,9,105489.31,1,0,0,143096.49,1
5591,15681439,775,25,10,60205.2,2,1,0,14073.11,0
5592,15607509,539,38,5,0,2,1,0,47388.41,0
5593,15670343,576,19,6,0,2,0,0,72306.07,0
5594,15597968,617,50,7,0,1,1,0,184839.7,1
5595,15658432,688,40,6,0,1,1,1,47886.44,0
5596,15616431,608,33,4,0,1,0,1,130474.03,0
5597,15796957,597,35,9,0,3,0,1,73181.39,1
5598,15815552,670,42,6,112333.63,1,1,1,65706.86,0
5599,15631871,616,57,7,116936.81,1,1,1,104379.36,0
5600,15635870,579,50,5,117721.02,1,0,1,192146.63,1
5601,15596713,786,37,7,165896.22,2,1,1,66977.68,0
5602,15684211,704,44,9,153656.85,1,1,0,158742.81,0
5603,15760521,796,50,1,94164,1,1,1,189414.74,0
5604,15608408,598,39,1,0,2,1,0,159130.32,0
5605,15804721,602,49,0,191808.73,1,0,0,97640.2,0
5606,15730272,619,58,5,152199.33,1,1,1,86022.09,0
5607,15741988,492,52,8,125396.24,1,1,0,10014.72,1
5608,15771728,641,41,7,104405.54,3,1,0,17384.21,0
5609,15605113,518,27,1,133801.49,1,1,1,143315.57,0
5610,15661945,623,40,4,0,3,1,0,31669.18,0
5611,15783816,733,28,5,0,2,0,0,12761.16,0
5612,15721207,625,42,6,100047.33,1,1,0,93429.95,0
5613,15764072,759,31,1,109848.6,1,1,1,42012.55,0
5614,15689412,604,32,7,127849.38,1,1,0,15798.7,0
5615,15798385,512,46,3,0,2,1,1,56408.14,0
5616,15775339,520,29,8,95947.76,1,1,0,4696.44,0
5617,15585256,805,26,2,0,2,1,1,25042.1,0
5618,15797329,626,43,4,137638.69,1,1,0,130442.08,1
5619,15780220,656,38,10,0,1,1,1,136521.82,0
5620,15648951,785,41,7,0,2,1,1,199108.88,0
5621,15752409,553,31,6,0,2,0,0,124596.63,0
5622,15807524,569,44,4,0,2,0,0,134394.78,0
5623,15766649,670,38,10,89416.99,1,0,0,144275.39,0
5624,15696812,586,42,6,0,2,1,1,123410.23,0
5625,15581295,617,45,1,0,1,1,0,143298.06,0
5626,15663234,508,60,7,143262.04,1,1,1,129562.74,0
5627,15741417,624,35,7,119656.45,2,1,1,4595.05,0
5628,15695174,654,29,4,132954.64,1,1,1,146715.07,0
5629,15665168,681,44,3,105206.7,2,1,1,163558.36,0
5630,15601503,578,28,4,0,2,0,0,6947.09,0
5631,15706131,621,37,9,83061.26,2,1,0,9170.54,0
5632,15782758,632,40,5,147650.68,1,1,1,199674.83,0
5633,15591091,644,44,5,73348.56,1,1,0,157166.79,1
5634,15715877,821,28,2,0,2,1,0,46072.52,0
5635,15756918,754,38,2,0,2,0,0,3524.69,0
5636,15746662,568,27,1,116320.68,1,0,1,45563.94,0
5637,15626679,584,33,3,0,2,0,1,59103.13,0
5638,15793343,549,29,8,0,2,1,1,189558.44,0
5639,15576774,729,38,7,0,2,0,0,45779.9,0
5640,15801316,523,61,8,66250.71,1,1,1,21859.06,0
5641,15800514,477,24,2,95675.62,2,0,0,162699.7,1
5642,15662232,675,42,2,92616.64,2,1,0,8567.18,0
5643,15737778,782,41,4,0,1,1,0,132943.88,0
5644,15782096,616,36,6,0,1,1,1,12916.32,1
5645,15783522,738,37,8,100565.94,1,1,1,128799.86,0
5646,15785373,717,42,5,190305.78,1,1,0,99347.8,1
5647,15756272,526,35,9,118536.4,1,1,0,40980.87,1
5648,15615245,660,19,5,127649.64,1,1,1,40368.65,0
5649,15600174,525,35,7,165358.77,1,0,1,94738.54,0
5650,15752956,629,29,6,0,2,1,1,88842.8,0
5651,15644882,616,36,10,78249.53,1,1,0,136934.91,0
5652,15766272,521,61,0,125193.96,1,1,1,109356.53,0
5653,15800620,691,29,9,0,2,0,0,199635.93,0
5654,15569764,687,41,2,154007.21,1,1,0,158408.23,0
5655,15747458,677,43,3,133214.88,2,1,1,95936.84,0
5656,15573171,695,63,1,146202.93,1,1,1,126688.83,1
5657,15736769,663,27,9,0,2,1,0,150850.29,0
5658,15763381,496,30,0,90963.49,1,0,1,27802,0
5659,15814430,747,41,9,0,1,1,0,32430.94,1
5660,15638607,546,52,2,0,1,1,0,137332.37,1
5661,15737133,706,68,4,114386.85,1,1,1,28601.68,0
5662,15613945,472,26,5,0,2,1,0,108411.66,0
5663,15659937,703,40,7,0,2,0,1,122518.5,0
5664,15765287,850,38,2,0,2,1,0,9015.07,0
5665,15661723,667,71,4,137260.78,1,0,1,94433.08,1
5666,15766064,559,33,9,111060.05,2,1,0,110371.84,0
5667,15649616,636,60,7,124447.73,1,1,1,141364.62,1
5668,15719017,672,34,8,0,2,1,1,16245.25,0
5669,15720919,667,42,7,0,1,0,1,108348.94,1
5670,15706706,648,33,7,135310.41,2,0,1,171668.2,0
5671,15709653,497,32,8,0,2,1,0,67364.42,0
5672,15805104,743,73,6,0,2,0,1,107867.38,0
5673,15622442,619,29,5,0,2,1,0,194310.1,0
5674,15572801,639,34,5,139393.19,2,0,0,33950.08,0
5675,15767598,540,28,8,0,2,0,0,197588.32,0
5676,15757897,766,26,3,104258.8,1,1,1,428.23,0
5677,15568104,749,26,6,0,2,0,1,34948.77,0
5678,15763414,655,32,9,113447.01,1,1,0,82084.3,0
5679,15732265,630,33,9,0,2,1,0,64804.59,0
5680,15621974,778,33,4,111063.73,2,1,0,83556.65,0
5681,15803947,757,30,6,161378.02,1,0,0,71926.28,1
5682,15720706,529,39,2,82766.43,1,1,1,122925.44,0
5683,15759290,620,29,9,0,2,1,0,13133.88,0
5684,15651664,615,61,1,104267.7,1,1,0,62845.64,1
5685,15795132,735,25,3,91718.8,1,0,0,28411.23,0
5686,15811565,705,47,3,63488.7,1,0,1,28640.92,1
5687,15713774,644,46,6,12459.19,1,0,0,156787.34,1
5688,15691840,505,37,6,159863.9,2,0,1,125307.87,0
5689,15682021,471,23,6,104592.55,2,1,0,131736.23,0
5690,15612931,722,50,4,132088.59,1,1,1,128262.14,0
5691,15676707,577,39,4,0,2,1,0,91366.42,0
5692,15601383,744,44,5,120654.68,1,1,0,82290.81,0
5693,15662662,573,30,6,0,2,1,0,66190.21,0
5694,15752694,653,32,4,83772.95,1,0,1,23920.65,0
5695,15590683,660,31,6,172325.67,1,0,1,45438.38,0
5696,15773591,787,46,7,117685.31,2,1,1,93360.35,0
5697,15723620,617,41,7,0,2,0,1,14496.67,0
5698,15671779,567,39,5,0,2,0,0,168521.72,0
5699,15672966,682,64,9,0,2,1,1,103318.44,0
5700,15624667,684,35,6,135871.5,1,1,1,87219.41,0
5701,15812888,447,41,3,0,4,1,1,197490.39,1
5702,15724154,625,49,4,128504.76,1,1,0,126812.63,1
5703,15749540,585,36,7,0,2,1,0,94283.09,0
5704,15621063,516,42,8,56228.25,1,1,0,46857.52,0
5705,15661626,732,45,6,98792.4,1,1,0,81491.7,1
5706,15698703,628,40,5,181768.32,2,1,1,129107.97,0
5707,15801431,682,48,9,101198.01,1,1,1,49732.9,0
5708,15649451,746,25,9,0,2,0,1,88728.47,0
5709,15626156,655,60,3,0,2,1,1,86981.45,0
5710,15606158,644,39,9,0,1,1,0,3740.93,0
5711,15589496,778,34,5,139064.06,2,0,0,67949.32,0
5712,15730345,617,35,2,104508.1,1,1,1,147636.46,0
5713,15572038,660,35,9,113948.58,1,1,0,188891.96,1
5714,15643439,537,47,10,0,2,0,1,25482.62,0
5715,15604158,554,39,10,0,2,1,1,18391.93,0
5716,15657396,806,31,9,0,2,0,1,140168.36,0
5717,15709478,611,37,1,117524.72,2,0,1,161064.29,0
5718,15628824,665,37,5,160389.82,1,0,1,183542.08,0
5719,15814519,648,37,7,0,2,1,0,194238.92,0
5720,15636520,692,27,1,125547.53,1,0,0,7900.46,0
5721,15794414,507,46,6,92783.68,1,1,1,51424.29,0
5722,15643671,696,49,5,97036.22,2,1,0,152450.84,1
5723,15700650,681,34,3,0,2,0,0,55816.2,0
5724,15680224,687,26,6,0,2,1,1,32909.13,0
5725,15784286,641,40,5,102145.13,1,1,1,100637.07,0
5726,15693996,507,33,1,113452.66,1,0,0,142911.99,0
5727,15764343,688,46,8,155681.72,1,1,0,26287.21,0
5728,15704168,535,38,8,127475.24,1,0,0,60775.76,1
5729,15680197,701,41,10,0,2,1,1,146257.77,0
5730,15633729,488,43,10,112751.13,1,1,1,28332,0
5731,15577683,539,29,4,0,2,1,1,100919.19,0
5732,15800746,674,45,7,144889.18,1,1,1,102591.9,1
5733,15788686,538,40,8,0,2,1,1,25554.4,0
5734,15742798,829,22,7,150126.44,1,1,0,152107.93,1
5735,15596647,768,54,8,69712.74,1,1,1,69381.05,0
5736,15756070,585,44,4,0,2,0,1,101728.46,0
5737,15775116,581,31,3,0,2,0,0,89040.61,0
5738,15575428,682,35,2,117438.92,2,1,1,16910.98,0
5739,15654074,653,38,8,119315.75,1,1,0,150468.35,0
5740,15695872,712,30,1,89571.59,1,1,1,177613.19,0
5741,15568885,620,34,8,102251.57,1,1,0,120672.09,0
5742,15725036,709,42,9,118546.71,1,0,1,77142.85,0
5743,15632665,832,61,2,0,1,0,1,127804.66,1
5744,15571476,635,38,0,103257.14,1,0,0,158344.63,0
5745,15776850,749,43,1,124209.02,1,1,1,167179.48,0
5746,15623649,629,32,3,0,2,1,1,15404.64,0
5747,15751131,836,41,7,150302.84,1,1,1,156036.19,0
5748,15688128,542,34,8,108653.93,1,0,1,144725.14,0
5749,15678412,645,45,8,85325.93,1,0,0,22558.74,0
5750,15770291,844,29,8,0,2,0,0,147342.03,0
5751,15583392,747,37,9,135776.36,3,1,0,85470.45,1
5752,15690731,645,40,6,131411.24,1,1,1,194656.11,0
5753,15697948,752,36,3,0,2,1,1,48505.1,0
5754,15608328,760,41,6,0,2,0,0,101491.23,0
5755,15766378,714,45,9,106431.97,2,1,1,164117.69,0
5756,15600813,717,50,9,90305.76,1,1,1,124626.57,0
5757,15706217,645,28,7,117466.03,2,1,1,34490.06,0
5758,15601417,681,32,3,148884.47,2,1,1,90967.37,0
5759,15610972,681,44,4,91115.76,2,0,0,24208.84,1
5760,15674620,679,37,8,77373.87,2,0,1,174873.09,0
5761,15785350,528,23,7,104744.89,1,1,0,170262.97,0
5762,15749119,710,31,3,0,2,1,1,112289.06,0
5763,15756535,733,39,5,91538.51,1,1,1,93783,0
5764,15700965,724,32,6,0,2,1,1,150026.79,0
5765,15791851,726,34,0,185734.75,1,1,1,102036.82,0
5766,15717156,520,30,3,143396.54,2,1,1,898.51,0
5767,15740846,556,40,5,125909.85,1,1,1,95124.4,0
5768,15573284,579,45,2,0,2,0,0,11514.39,0
5769,15729083,674,36,2,154525.7,1,0,1,27468.72,0
5770,15611612,570,29,0,0,1,1,0,37092.43,0
5771,15694381,631,51,8,100654.8,1,1,0,171587.9,0
5772,15651737,623,44,1,83325.77,1,0,1,80828.78,0
5773,15663168,665,35,8,110934.54,1,1,0,169287.99,0
5774,15643426,523,36,8,113680.54,1,0,0,13197.44,0
5775,15618245,706,31,1,117020.08,2,1,0,54439.53,0
5776,15717527,619,49,9,145359.99,1,1,0,38186.85,0
5777,15793478,593,39,8,151391.68,1,1,0,27274.6,1
5778,15642248,608,66,8,123935.35,1,1,1,65758.19,0
5779,15640377,526,36,0,0,2,1,0,97767.63,0
5780,15723950,684,40,2,70291.02,1,1,1,115468.84,1
5781,15590327,604,42,10,166031.45,1,1,0,98293.14,0
5782,15706199,636,36,6,96643.32,1,0,0,182059.28,0
5783,15671514,669,33,8,0,2,0,1,128538.05,0
5784,15727041,624,71,7,0,2,1,1,108841.83,0
5785,15738063,631,29,2,0,2,1,1,18581.84,0
5786,15711733,753,48,4,0,2,0,1,146821.42,0
5787,15652320,588,40,5,0,2,0,0,100727.68,0
5788,15634180,729,26,4,97268.1,2,1,0,39356.38,0
5789,15694566,602,42,10,0,2,0,0,169921.11,1
5790,15726103,689,55,1,76296.81,1,1,0,42364.75,1
5791,15646351,486,27,7,0,2,1,0,28823.04,0
5792,15730044,809,42,6,64497.94,3,0,1,182436.81,1
5793,15795186,562,38,5,0,1,1,0,115700.2,0
5794,15784890,763,32,8,0,2,1,0,16725.53,0
5795,15694125,669,57,5,0,2,1,1,56875.76,0
5796,15565891,709,39,8,0,2,1,0,56214.09,0
5797,15674254,554,45,4,0,2,1,1,193412.05,0
5798,15775206,699,37,10,0,2,0,0,83263.04,0
5799,15797627,732,54,0,134249.7,1,0,1,13404.4,0
5800,15649853,625,45,3,0,1,1,1,184474.15,1
5801,15610379,599,30,9,105443.68,1,1,1,121124.53,0
5802,15659800,584,50,1,0,1,0,1,152567.75,1
5803,15716236,499,35,10,0,2,1,0,10722.54,0
5804,15672053,526,38,2,0,2,0,0,58010.98,0
5805,15663933,625,35,5,86147.46,2,1,0,163440.8,1
5806,15814236,537,38,1,96939.06,1,1,1,102606.92,0
5807,15583597,696,47,1,106758.6,1,1,1,80591.18,0
5808,15607395,679,33,9,112528.65,2,1,0,177362.45,0
5809,15694556,684,60,2,116563.58,1,1,0,120257.7,1
5810,15744109,850,32,4,0,1,1,1,180622.02,0
5811,15800688,495,42,7,0,2,0,0,130404.53,0
5812,15810878,537,38,6,141786.78,1,0,1,147797.54,0
5813,15587835,850,41,3,136416.82,1,0,1,57844.26,0
5814,15763515,513,30,5,0,2,1,0,162523.66,0
5815,15725882,618,40,1,133245.52,2,1,1,54495.82,0
5816,15788022,802,41,4,90757.64,2,0,1,169183.66,0
5817,15663917,547,43,1,92350.36,1,0,1,80262.91,0
5818,15656865,613,69,9,78778.49,1,0,1,8751.59,0
5819,15667971,592,34,6,102143.93,2,1,1,102628.98,0
5820,15800366,546,29,5,0,1,1,1,94823.95,0
5821,15717231,721,37,4,98459.6,1,0,0,90821.66,0
5822,15643188,671,47,7,114603.76,2,1,0,153194.32,1
5823,15671351,624,35,2,0,2,1,0,87310.59,0
5824,15573628,751,51,7,148074.79,1,1,0,146411.41,1
5825,15698953,636,36,1,0,3,1,1,74048.1,1
5826,15753888,607,62,8,108004.64,1,1,1,23386.77,1
5827,15737961,509,29,0,107712.57,2,1,1,92898.17,0
5828,15801701,653,35,9,0,2,1,1,45956.05,0
5829,15684419,709,37,8,0,3,1,0,71738.56,0
5830,15794266,559,32,9,145303.52,1,1,0,103560.98,0
5831,15810711,684,37,4,138476.41,2,1,1,52367.29,0
5832,15771270,635,27,8,127471.56,1,1,1,152916.05,1
5833,15607786,709,26,6,156551.63,1,0,1,4410.77,0
5834,15624519,656,49,9,97092.87,1,1,0,74771.22,1
5835,15799910,793,32,2,0,2,1,0,193817.63,1
5836,15602479,609,37,5,129312.79,1,1,1,26793.82,0
5837,15617419,618,29,10,100315.1,2,1,1,32526.64,0
5838,15657603,850,35,6,81684.97,1,1,0,824,0
5839,15570379,669,51,3,88827.53,1,0,0,85250.77,1
5840,15772996,594,40,0,152092.44,2,1,1,83508.93,0
5841,15729574,616,71,4,0,2,1,1,173599.38,0
5842,15737267,676,49,1,0,1,1,0,79342.31,1
5843,15799128,608,38,9,102406.76,1,0,1,57600.66,0
5844,15813327,710,21,4,109130.96,2,1,1,56191.99,0
5845,15711921,695,29,5,0,2,1,1,6770.44,0
5846,15654300,530,33,9,75242.28,1,0,1,101694.67,0
5847,15569945,509,29,1,0,2,1,0,69113.14,0
5848,15569666,517,45,4,0,1,0,0,172674.36,1
5849,15681887,758,33,0,129142.54,2,1,1,26606.28,0
5850,15608873,665,51,2,0,1,0,0,53353.36,0
5851,15762091,631,22,6,139129.92,1,1,1,63747.51,0
5852,15722053,576,33,3,0,2,0,1,190112.05,0
5853,15782100,544,22,3,66483.32,1,0,1,110317.39,0
5854,15765300,596,40,5,62389.03,3,1,0,148623.43,1
5855,15743570,481,34,5,0,2,1,1,125253.46,0
5856,15608541,498,46,1,91857.66,1,1,0,101954.78,1
5857,15750671,512,31,6,0,2,1,0,168462.26,0
5858,15813659,594,56,7,0,1,1,0,26215.85,1
5859,15757867,570,30,10,176173.52,1,1,0,97045.32,1
5860,15652914,721,38,7,0,1,0,1,53534.8,0
5861,15723818,453,37,4,131834.76,2,1,0,8949.2,0
5862,15713819,562,48,3,92347.96,1,1,1,163116.75,0
5863,15656484,682,40,4,0,2,1,1,140745.91,0
5864,15778515,748,40,3,95297.11,1,0,0,171515.84,0
5865,15803840,729,32,9,0,2,0,0,150803.44,0
5866,15735339,663,39,4,0,1,1,0,76884.05,0
5867,15600392,735,53,8,123845.36,2,0,1,170454.93,1
5868,15625740,627,62,3,143426.34,2,1,1,143104.3,0
5869,15663817,713,46,5,0,1,1,1,55701.62,0
5870,15734461,562,31,2,112708.2,1,0,1,186370.3,0
5871,15780142,632,43,2,100013.51,1,1,0,24275.32,0
5872,15709920,479,33,2,208165.53,1,0,0,50774.81,1
5873,15684248,658,21,7,0,2,0,1,154279.87,0
5874,15643158,598,40,9,0,1,1,0,68462.59,1
5875,15693902,597,19,2,0,2,1,1,91036.74,0
5876,15578307,512,33,6,121685.31,2,1,1,83681.97,0
5877,15585379,704,39,2,111525.02,1,1,0,199484.96,0
5878,15758510,474,26,6,0,2,0,0,152491.22,0
5879,15692918,604,36,10,113546.3,1,1,1,134875.37,0
5880,15705301,683,41,6,95696.52,2,1,1,184366.14,0
5881,15718231,537,28,0,88963.31,2,1,1,189839.93,0
5882,15567991,794,31,0,144880.34,2,0,1,175643.44,0
5883,15772650,732,55,9,136576.02,1,0,1,3268.17,1
5884,15574795,495,38,2,63093.01,1,1,1,47089.72,0
5885,15706036,552,38,10,132271.12,2,1,1,46562.02,0
5886,15723856,602,29,3,88814.4,2,1,1,62487.97,0
5887,15812920,607,40,5,90594.55,1,0,1,181598.25,0
5888,15691287,675,33,0,141816.25,1,1,0,64815.05,1
5889,15804797,443,54,3,138547.97,1,1,1,70196.23,1
5890,15708650,727,31,2,52192.08,2,0,1,160383.47,0
5891,15712777,482,38,4,124976.19,1,1,0,35848.12,0
5892,15786469,686,34,1,0,2,1,0,87278.48,0
5893,15669219,588,35,3,104356.38,1,1,0,94498.82,0
5894,15641004,605,48,10,150315.92,1,0,1,133486.36,0
5895,15648067,583,39,1,129299.28,2,1,0,73107.6,0
5896,15704014,738,37,7,140950.92,2,1,0,195333.98,0
5897,15645136,744,30,1,128065.12,1,1,0,121525.48,0
5898,15709604,781,23,2,107433.48,1,1,0,173843.21,0
5899,15713637,699,34,2,117468.67,1,1,0,185227.42,0
5900,15793901,639,27,2,0,2,0,0,125244.18,0
5901,15569759,583,27,4,0,3,1,0,163113.41,0
5902,15712930,587,42,1,0,1,0,0,123006.91,0
5903,15586504,694,40,9,0,2,1,0,40463.03,0
5904,15677317,570,29,4,153040.03,1,1,1,131363.57,1
5905,15664270,692,45,6,142084.04,4,1,0,188305.85,1
5906,15731519,511,30,5,0,2,1,0,143994.86,0
5907,15745623,788,32,4,112079.58,1,0,0,89368.59,0
5908,15813862,526,66,7,132044.6,2,1,1,158365.89,0
5909,15641934,749,46,9,66582.81,1,1,0,78753.12,1
5910,15713043,691,33,6,0,2,1,1,100408.31,0
5911,15700749,481,39,6,0,1,1,1,24677.54,0
5912,15697567,752,33,4,0,2,1,1,39570.78,0
5913,15715414,658,38,6,102895.1,1,0,0,155665.76,0
5914,15639530,679,42,2,0,1,1,1,168294.27,0
5915,15726058,754,27,7,117578.35,2,0,1,87908.01,0
5916,15725665,679,47,10,198546.1,2,1,0,191198.92,1
5917,15698872,633,39,2,0,2,0,0,191207.03,0
5918,15812184,674,31,1,0,1,1,0,128954.05,0
5919,15742609,600,28,2,116623.31,1,0,1,59905.29,0
5920,15815043,645,49,8,0,2,1,0,162012.6,0
5921,15640648,698,36,6,0,2,0,1,19231.98,0
5922,15627203,508,54,10,0,1,1,1,175749.36,0
5923,15786196,555,44,3,105770.7,3,1,0,60533.96,1
5924,15612095,751,48,9,0,1,1,0,137508.42,1
5925,15674368,738,39,1,94435.45,2,0,1,189430.86,0
5926,15783477,706,39,8,112889.91,1,0,1,6723.66,0
5927,15757559,595,53,7,0,2,1,0,41371.68,1
5928,15591036,577,43,3,127940.47,1,0,0,125140.72,1
5929,15761241,578,36,8,129745.1,1,1,1,143683.75,0
5930,15695078,699,32,3,0,2,1,1,170770.44,0
5931,15645744,826,30,5,0,2,0,1,157397.57,0
5932,15566988,656,46,7,141535.52,1,1,0,50595.15,1
5933,15749300,556,47,2,139914.27,1,1,1,50390.98,0
5934,15594340,569,41,4,120243.49,1,1,0,163150.03,1
5935,15607065,765,34,9,91835.16,1,0,0,138280.17,0
5936,15778089,544,37,2,0,2,0,0,135067.02,0
5937,15773723,588,22,9,67178.19,1,1,1,163534.75,1
5938,15697035,740,31,8,0,2,0,0,86657.48,0
5939,15679668,850,38,7,115378.94,1,0,1,162087.82,0
5940,15709861,766,30,4,127786.28,2,1,1,28879.3,0
5941,15791958,849,41,6,0,2,1,1,169203.51,1
5942,15791030,612,33,0,64900.32,2,1,0,102426.12,0
5943,15695339,517,53,0,109172.88,1,1,0,54676.1,1
5944,15658813,645,55,7,0,2,1,1,18369.33,0
5945,15715709,696,43,4,114091.38,1,0,1,159888.1,0
5946,15722533,716,40,3,0,2,0,1,167636.15,0
5947,15683118,590,32,9,0,2,1,0,138889.15,0
5948,15672798,656,45,7,145933.27,1,1,1,199392.14,0
5949,15680112,473,35,7,131504.73,1,1,0,189560.43,0
5950,15714575,742,44,8,107926.02,1,0,1,17375.27,1
5951,15806808,834,57,8,112281.6,3,1,0,140225.14,1
5952,15590637,721,41,7,0,2,0,1,61018.85,0
5953,15657535,590,29,10,0,1,1,1,51907.72,1
5954,15696141,516,31,7,0,1,1,0,47018.75,0
5955,15811947,850,33,0,124781.67,1,0,1,33700.52,0
5956,15649024,748,39,9,132865.56,1,1,1,59636.43,1
5957,15594928,798,38,4,129055.13,1,1,0,157147.59,0
5958,15765532,612,76,6,96166.88,1,1,1,191393.26,0
5959,15741719,540,40,3,165298.12,1,0,1,199862.75,0
5960,15665629,719,33,7,0,2,1,0,20016.59,0
5961,15728917,598,48,6,120682.53,1,1,0,30635.52,1
5962,15762993,796,32,5,102773.15,2,0,1,117832.88,0
5963,15571193,579,42,0,144386.32,1,1,1,22497.1,1
5964,15653521,850,40,7,104449.8,1,1,1,747.88,0
5965,15802220,599,35,6,137102.65,1,0,0,76870.81,0
5966,15644132,724,30,9,142475.87,1,1,1,107848.24,0
5967,15600832,508,43,9,0,1,1,0,103726.71,0
5968,15797919,773,37,2,103195.2,2,1,0,178268.36,0
5969,15603743,526,28,1,112070.44,1,0,1,126281.83,0
5970,15579714,542,29,7,0,2,0,1,196651.72,0
5971,15634295,470,35,1,96473.59,1,0,0,5962.3,0
5972,15786680,805,37,5,0,2,1,0,21928.81,0
5973,15623499,548,49,9,108437.89,1,0,0,127022.87,1
5974,15691823,672,37,5,153195.59,1,1,1,162763.01,0
5975,15809279,773,45,8,96877.21,1,1,1,113950.51,0
5976,15758039,614,44,6,0,2,0,1,104930.46,0
5977,15807163,537,38,10,0,1,0,0,52337.97,1
5978,15631639,704,40,6,95452.89,1,0,1,179964.55,0
5979,15713770,586,41,3,63873.56,1,1,0,83753.64,0
5980,15698167,677,24,0,148298.59,2,0,0,182913.95,0
5981,15781710,558,31,7,0,2,1,0,166720.28,0
5982,15801296,634,37,7,143258.85,2,1,0,192721.98,0
5983,15704378,655,37,9,121342.24,1,1,1,180241.44,0
5984,15767891,619,28,6,99152.73,2,1,0,48475.12,0
5985,15640667,662,41,4,0,2,1,0,126551.48,0
5986,15702145,705,33,7,68423.89,1,1,1,64872.55,0
5987,15679738,527,35,8,0,1,1,0,98031.53,1
5988,15636634,630,25,7,79656.81,1,1,0,93524.22,0
5989,15809227,850,35,2,0,2,1,1,56991.66,0
5990,15601811,668,53,10,110240.04,1,0,0,183980.56,1
5991,15625494,573,32,9,125321.84,2,1,1,130234.63,0
5992,15723737,680,27,3,0,1,1,0,32454.26,0
5993,15682955,758,32,2,84378.9,1,1,1,75396.43,0
5994,15758856,597,45,7,0,2,0,0,167756.45,0
5995,15746065,580,35,10,136281.41,2,1,1,24799.47,0
5996,15783865,622,59,5,119380.37,1,1,1,60429.43,0
5997,15745455,638,62,4,108716.59,2,1,1,74241.09,0
5998,15583033,640,20,4,0,2,0,1,78310.82,0
5999,15644212,644,28,0,0,2,1,0,119419.37,0
6000,15735688,753,31,6,106596.29,1,0,0,91305.77,0
6001,15658577,629,37,10,99546.25,3,0,1,25136.95,1
6002,15606887,775,30,5,0,1,1,0,193880.6,1
6003,15783026,701,41,2,0,1,1,0,47856.78,0
6004,15579892,708,19,7,112615.86,1,1,1,4491.77,0
6005,15802088,521,22,10,0,1,1,1,101311.95,0
6006,15589323,636,24,9,0,2,0,1,38830.72,0
6007,15636395,529,31,5,0,2,1,0,26817.23,0
6008,15712772,757,28,3,75381.15,1,1,1,199727.72,0
6009,15700937,767,24,5,0,2,1,1,67445.85,0
6010,15766659,525,33,5,0,2,1,0,161002.29,0
6011,15814033,759,38,1,0,2,1,0,20778.39,0
6012,15783007,520,45,1,123086.39,1,1,1,41042.4,1
6013,15654183,738,26,3,0,2,1,0,67484.16,0
6014,15609899,548,37,4,0,1,1,0,121763.68,0
6015,15747323,535,48,9,109472.47,1,1,0,157358.43,1
6016,15582591,615,59,4,155766.05,1,1,1,110275.17,0
6017,15738835,850,38,7,101985.81,2,0,0,43801.27,0
6018,15782404,487,34,2,96019.5,1,0,0,9085,0
6019,15697480,731,30,7,0,2,0,1,143086.09,0
6020,15697045,726,35,9,0,2,0,1,100556.98,0
6021,15781234,609,35,2,147900.43,1,1,0,140000.29,0
6022,15579891,714,52,4,100755.66,1,1,1,186775.25,0
6023,15805690,694,35,7,0,1,1,0,133570.43,1
6024,15612139,786,33,0,83036.05,1,0,1,154990.58,1
6025,15568834,698,27,6,125427.37,2,0,0,27654.44,0
6026,15709917,601,46,3,98202.76,1,0,0,137763.93,0
6027,15718843,769,41,1,72509.91,1,1,0,25723.73,0
